,Unnamed: 0,id,job title,company,location,applicants,days ago,body,seniority level,employment type,function,industry,links,keywords_job,keywords_loc
232,232,232,Data Scientist,Not informed.,"Brussels, Brussels Region, Belgium",Not informed.,2,"Compass Lexecon is one of the world’s leading economic consultancy firms. Our European Practices provide economic advice on competition policy, economic and financial regulation, public policy and the assessment of damages in complex disputes. We work on some of the most high-profile cases before the European Commission, the General Court and national competition authorities, regulators and courts.



Compass Lexecon is recruiting Data Scientists to join the newly created Research Team. Data is a core part of every project at Compass Lexecon, and turning that data into compelling empirical analysis is fundamental to what we do. With increasing amounts of data being generated and made available, there are exciting opportunities to apply tools from data science, machine learning, and data engineering to the challenging policy and competition questions that arise in our work.



The team aims to (a) advance our thought leadership in the industry by introducing new tools and techniques to address challenges encountered in economic consulting, bringing Compass Lexecon to the forefront of data analytics, and (b) broaden and deepen all Compass Lexecon economists’ specialist skillsets to offer our clients the most effective, creative and cutting-edge analysis and advice. In doing so, we aim to push the frontier of how data is used to shape markets in some of the world’s most important industries.

As a data scientist in the Research Team, you will help bring this vision to life.

The role


You should apply if


We believe that working in diverse teams, where everybody’s views are considered and respected, helps us to deliver work of the highest standards of quality and integrity.

London, Paris, Brussels, Madrid, Berlin, Düsseldorf, Helsinki, Tel Aviv. /

Research Team /

Full time, permanent",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/data-scientist-at-compass-lexecon-1896049253?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=8&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,data scientist,"brussels, brussels region, belgium"
233,233,233,Scala Engineer / Technical Lead,Collibra,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,7,"We're Ushering a New Era of Data Participation. Interested?

We’re shaping the way companies manage data by helping customers connect the right data, insights, and algorithms for all Data Citizens. When everyone across the organization is enabled with data, true transformation can take place. We are building a team of exceptional people to help us deliver on that promise. If you are interested in a career at the leading edge of technology, we look forward to hearing from you.



As the you will be responsible for the code scanner. Its core functionality is , and like data flows, joined columns, filters, etc. In the near future the scanner needs to process also programming languages like Python and Java. At the same time, you will help Collibra products transition to complete SaaS model.

Besides challenging coding responsibilities, you will also be person in their delivery cycles, efforts and overall architecture tasks.

Your work will have a positive impact on companies and developers maintaining a legacy codebase. A common scenario is that a Data Warehousing team in a larger enterprise company ends up with 1m+ lines of legacy code. Value proposition and motto of the team you will lead is “We need 10 minutes to document 10 years of your development”.

This job is a perfect fit if you enjoy functional programming and you wish to work with a unique team and great technical challenges!

A day in the life of a Scala Engineer / Technical Lead at Collibra:








*At Collibra, we’re focused on building a world-class company and culture, and that starts with the people we hire. We take pride in being an equal opportunity employer, and consider qualified applicants without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, marital status, pregnancy, sex, gender expression or identity, sexual orientation, citizenship, or any other legally protected class.*",Associate,Full-time,Information Technology,Engineering,https://be.linkedin.com/jobs/view/scala-engineer-technical-lead-at-collibra-1902362932?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=9&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,scala engineer   technical lead,"brussels, brussels region, belgium"
234,234,234,Data Warehouse Engineer,StepStone Belgium,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,4,"StepStone is one of the largest job sites in Europe and the secret of this success is mainly due to two factors: quality products and above all, passionate and talented people! As a Data Warehouse Engineer you will join our Tribe and work with one of our scrum teams to help us keep our customers happy, solve the challenges of data warehousing in a rapidly growing platform whilst in an evolving marketplace. For us, teamwork is everything. We listen to each other, we adapt and we value honest feedback to help us keep on improving. Work in a Scrum team of 6 people Deliver a self-service BI model for the wider organisation Build, test, maintain and document ETL processes and data models Visualize business data needs with one of our reporting tools Support decision making in data related topics Support data analyst in capturing data needs from our internal clients You have experience in Data Warehousing, Data Modelling, Database Design, ETL You have knowledge of the AWS suite, such as AW...",Entry level,Full-time,Business Development,Sales,https://be.linkedin.com/jobs/view/data-warehouse-engineer-at-stepstone-belgium-1880121935?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=10&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,data warehouse engineer,"brussels, brussels region, belgium"
235,235,235,Big Data Engineer.,Telenet,"Mechelen, Flemish Region, Belgium",Be among the first 25 applicants,4,"Job Description

Le big data? Un jeu d’enfant pour vous ! Grâce à votre solide connaissance de Spark, Scala et Kafka Streams, vous convertissez d’énormes quantités de données en valeur pour les clients et actionnaires. Ainsi, vous êtes aux commandes pour orienter les décisions de l’entreprise et stimuler les expériences clients.



As a leading telecommunications company with its two feet in the digitization of our society, Telenet is eager to bring aboard (big) data-minded personalities that share our passion for turning tremendous amounts of data into value for our customers and shareholders through real-time, data&insights-driven product, service and business innovation. We are looking for a Big Data Architect to contribute to this process by shaping big data architecture, data governance, and data-democratisation within Telenet.

If this sounds like a nice proposition, here’s what you should have in store for us, and what we will have in store for you…








Au sein du département Information Technology, nous accueillons les nouvelles possibilités digitales. Nous faisons la différence en étant toujours prêts à passer à l'action, en osant opter pour le changement et la pointe de l'innovation en matière de technologie numérique et data. Nous développons ainsi des solutions innovantes pour des clients internes et externes. L’impact de notre travail est énorme!",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-engineer-at-telenet-1884876901?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=11&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,big data engineer,"mechelen, flemish region, belgium"
236,236,236,Big Data Engineer - Product - Behavior Models - Antwerp,Jefferson Frank,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,2,"Data Engineer

Human Behavior Models

In-House Product Development

Antwerp Area

€35000 - €70000

This organization specializes in AI, Data Science, machine learning & behavioral modeling, creating a highly efficient and accurate cloud-native platform that is turning motion data into deep insights, aiming at creating positive changes for the betterment of our daily life.

Their team of specialists is looking for an ambitious Engineer to develop software components and data processing pipelines. You'll be integrating challenging models of human behavior into the companies scalable platform and doing performance and scalability engineering. And as part of the Data Engineering team that builds the company's platform, you'll be building high-quality and innovative computing infrastructures.



Being a good cultural fit is more important than being a good technical fit, that's why the Soft Skils are above the Hard Skills here. As you'll be part of an international team with a strong work ethic, you're expected to have the virtues of grit, integrity, and respect.

You're also motivated, eager to improve yourself, and help your team become better too with your creative mind and your energetic mentality.

Technical Requirements

Nice Bonus Points

Salary, Benefits & Allowances



In addition to the opportunity to join an international team of specialists that manage to maintain a start-up mentality in their modern office, you may also expect an agile and flat company culture, full of growth opportunities, free coffee, and lots of food.

Application Process

Reach out to me, Pavlos Diamantopoulos for a guaranteed interview with the hiring managers. I'll help you build a strong application and go all the way to the end and the employment offer. There are some questions provided by the company that need to be answered as part of the screening process that will determine whether or not you'll be invited. Better Call Paul at +32 2 808 1878 or write to my email at p.diamantopoulos@jeffersonfrank.com",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-engineer-product-behavior-models-antwerp-at-jefferson-frank-1893920230?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=12&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,big data engineer - product - behavior models - antwerp,"brussels, brussels region, belgium"
237,237,237,Data Engineer,Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,2,"EVERTYS is a young and dynamic consulting firm located in Brussels, Belgium. Our core business is delivering top level advisory services towards the banking, retail, Energy and entertainment industry.

Our activities are mainly focused in different sectors dealing with IT, marketing & communication, digital and operational activities.

We are looking for an enthusiast , for a permanent position.



Profile

Our offer

Does this sounds appealing? Don’t hesitate and apply on our website, give us a call or just send us your resume via click apply",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/data-engineer-at-evertys-1854031507?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=13&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"brussels, brussels region, belgium"
238,238,238,Senior NLP data scientist,Ordina Belgium,"Mechelen, Flemish Region, Belgium",Be among the first 25 applicants,2,"Wij zijn op zoek naar een senior NLP data scientist met frisse ideeën die ons data science-team leidt bij het aanbieden van NLP-producten aan onze klanten. Zie je dat helemaal zitten?

Als senior NLP data scientist duik je in de wereld van text mining en spraakherkenning. Je spoort patronen op in grote volumes ongestructureerde – en vaak rommelige – data. Zo kan je bijvoorbeeld het algemene gevoel bepalen in social media posts, klanten op nieuwe manieren helpen communiceren met hun klanten aan de hand van virtuele assistenten, enz. Je zal de ontwikkeling en implementatie van NLP-oplossingen bij onze klanten coördineren, en de kwaliteit en prestaties van bestaande NLP-modellen evalueren. Zo help je onze klant zijn data benutten om toegevoegde waarde te creëren. Daarnaast zal je leiding geven aan een team getalenteerde datawetenschappers.",Associate,Full-time,Other,Information Technology and Services,https://be.linkedin.com/jobs/view/senior-nlp-data-scientist-at-ordina-belgium-1822833799?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=14&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,senior nlp data scientist,"mechelen, flemish region, belgium"
239,239,239,Big Data Engineer,StepStone Belgium,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,4,"StepStone is one of the largest job sites in Europe and the secret of this success is mainly due to two factors: quality products and above all, passionate and talented people! As a Big Data Engineer you will join our Tribe and work with one of our scrum teams to help us keep our customers happy, solve the challenges of data warehousing in a rapidly growing platform whilst in an evolving marketplace. For us, teamwork is everything. We listen to each other, we adapt and we value honest feedback to help us keep on improving. Work in a Scrum team of 6 people Deliver a self-service BI model for the wider organisation Build, test, maintain and document ETL processes and data models Visualize business data needs with one of our reporting tools Support decision making in data related topics Support data analyst in capturing data needs from our internal clients You have experience in Data Warehousing, Data Modelling, Database Design, ETL You have knowledge of the AWS suite, such as AWS Reds...",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-engineer-at-stepstone-belgium-1880126178?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=15&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,big data engineer,"brussels, brussels region, belgium"
240,240,240,"Cloud Native Engineer (Docker, Kubernetes, Java)",Collibra,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,7,"We're Ushering a New Era of Data Participation. Interested?

We’re shaping the way companies manage data by helping customers connect the right data, insights, and algorithms for all Data Citizens. When everyone across the organization is enabled with data, true transformation can take place. We are building a team of exceptional people to help us deliver on that promise. If you are interested in a career at the leading edge of technology, we look forward to hearing from you.



We're looking for a.

This team is responsible for providing

We are an engineering-driven company where your talent and skills are truly appreciated and maximized.

A day in the life of a Cloud Native Engineer with our Infrastructure squad:



You’ll be building Collibra cloud-native infrastructure platform with your team members and you’ll have a wide range of responsibilities, including











*At Collibra, we’re focused on building a world-class company and culture, and that starts with the people we hire. We take pride in being an equal opportunity employer, and consider qualified applicants without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, marital status, pregnancy, sex, gender expression or identity, sexual orientation, citizenship, or any other legally protected class.*",Entry level,Full-time,Information Technology,Engineering,https://be.linkedin.com/jobs/view/cloud-native-engineer-docker-kubernetes-java-at-collibra-1902367808?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=16&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,"cloud native engineer (docker, kubernetes, java)","brussels, brussels region, belgium"
241,241,241,Big Data (Cloud) Engineer,Telenet,"Mechelen, Flemish Region, Belgium",Be among the first 25 applicants,3,"Job Description

As a leading telecommunications company with its two feet in the digitization of our society, Telenet is eager to bring aboard (big) data-minded personalities that share our passion for turning tremendous amounts of for our customers and shareholders through . We are looking for a Big Data Engineer to contribute to this process

If this sounds like a nice proposition, here’s what you should have in store for us, and what we will have in store for you…







Start a new adventure in the beating heart of our data driven organization. We keep an eye out for talent, ambition and eagerness to learn. We’ll coach you, train you and make you part of our story. Moreover, we will offer you an attractive wage and benefits package. Come experience it for yourself, our passion is contagious.",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-cloud-engineer-at-telenet-1817219635?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=17&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,big data (cloud) engineer,"mechelen, flemish region, belgium"
242,242,242,Big Data Engineer - Product - Behavior Models - Antwerp,Jefferson Frank,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,30,"Data Engineer

Human Behavior Models

In-House Product Development

Antwerp Area

€35000 - €70000

This organization specializes in AI, Data Science, machine learning & behavioral modeling, creating a highly efficient and accurate cloud-native platform that is turning motion data into deep insights, aiming at creating positive changes for the betterment of our daily life.

Their team of specialists is looking for an ambitious Engineer to develop software components and data processing pipelines. You'll be integrating challenging models of human behavior into the companies scalable platform and doing performance and scalability engineering. And as part of the Data Engineering team that builds the company's platform, you'll be building high-quality and innovative computing infrastructures.



Being a good cultural fit is more important than being a good technical fit, that's why the Soft Skils are above the Hard Skills here. As you'll be part of an international team with a strong work ethic, you're expected to have the virtues of grit, integrity, and respect.

You're also motivated, eager to improve yourself, and help your team become better too with your creative mind and your energetic mentality.

Technical Requirements

Nice Bonus Points

Salary, Benefits & Allowances



In addition to the opportunity to join an international team of specialists that manage to maintain a start-up mentality in their modern office, you may also expect an agile and flat company culture, full of growth opportunities, free coffee, and lots of food.

Application Process

Reach out to me, Pavlos Diamantopoulos for a guaranteed interview with the hiring managers. I'll help you build a strong application and go all the way to the end and the employment offer. There are some questions provided by the company that need to be answered as part of the screening process that will determine whether or not you'll be invited. Better Call Paul at +32 2 808 1878 or write to my email at p.diamantopoulos@jeffersonfrank.com",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-engineer-product-behavior-models-antwerp-at-jefferson-frank-1898899820?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=18&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,big data engineer - product - behavior models - antwerp,"brussels, brussels region, belgium"
243,243,243,Data Engineer – m/f/x – Enabler,Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,Not informed.,"Data Engineer - m/f/x -

Willing to push the boundaries with us for a more sustainable world?

You are passionate about Data, you are proactive and eager to learn, you know what it means to work in an Agile mode, and you want to join one of the key players within the banking sector? We look to strengthen our functional as well as our technical data engineering teams.
Within the Data Department, the Data Hub tribe is looking for motivated & proactive Data Engineers (Functional & Technical) to reinforce our team, with 3 to 5 years of relevant experience. You will have the possibility to work for several of our internal customers and gain key insights on how data can be captured, organized and enhanced, to support fact base decision making as well as improve business actions, throughout the whole Bank.

Your future job



The Data Hub tribe is working closely with all the other departments of the Bank and plays a major role in
What will you do? As DATA Engineer,
Highlight your strengths

Because as a technical data engineer



Thanks to the daily commitment of our more than 12,000 employees, BNP Paribas Fortis aims to be a responsible and sustainable leader and the preferred partner of our clients over the long term. Being the bank for a changing world means accompanying them through the changes they experience on a daily basis to help them achieve their projects. It also means reconciling our customers' individual, collective and professional challenges to build a more sustainable world together.

Tempted by the challenge?
Interested in this function? Do not hesitate to apply online.",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/data-engineer-%E2%80%93-m-f-x-%E2%80%93-enabler-at-bnp-paribas-2-1915179204?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=19&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,data engineer – m f x – enabler,"brussels, brussels region, belgium"
244,244,244,BI Developer,StepStone Belgium,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,3,"StepStone is one of the largest job sites in Europe and the secret of this success is mainly due to two factors: quality products and above all, passionate and talented people! As a Data Warehouse Engineer you will join our Tribe and work with one of our scrum teams to help us keep our customers happy, solve the challenges of data warehousing in a rapidly growing platform whilst in an evolving marketplace. For us, teamwork is everything. We listen to each other, we adapt and we value honest feedback to help us keep on improving. Work in a Scrum team of 6 people Deliver a self-service BI model for the wider organisation Build, test, maintain and document ETL processes and data models Visualize business data needs with one of our reporting tools Support decision making in data related topics Support data analyst in capturing data needs from our internal clients You have experience in Data Warehousing, Data Modelling, Database Design, ETL You have knowledge of the AWS suite, such as AW...",Associate,Full-time,Business Development,Sales,https://be.linkedin.com/jobs/view/bi-developer-at-stepstone-belgium-1883053221?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=20&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,bi developer,"brussels, brussels region, belgium"
245,245,245,Big Data (Cloud) Engineer .,Telenet,"Mechelen, Flemish Region, Belgium",Be among the first 25 applicants,30,"Job Description

As a leading telecommunications company with its two feet in the digitization of our society, Telenet is eager to bring aboard (big) data-minded personalities that share our passion for turning tremendous amounts of for our customers and shareholders through . We are looking for a Big Data Engineer to contribute to this process

If this sounds like a nice proposition, here’s what you should have in store for us, and what we will have in store for you…







Start a new adventure in the beating heart of our data driven organization. We keep an eye out for talent, ambition and eagerness to learn. We’ll coach you, train you and make you part of our story. Moreover, we will offer you an attractive wage and benefits package. Come experience it for yourself, our passion is contagious.",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-cloud-engineer-at-telenet-1902418344?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=21&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,big data (cloud) engineer ,"mechelen, flemish region, belgium"
246,246,246,Data Engineer,Not informed.,"Anderlecht, Brussels Region, Belgium",Be among the first 25 applicants,4,"Endeavour Recruitment has an excellent new opportunity for an experienced Data Engineer to work for a large pharmaceutical client in Anderlecht, Belgium. The selected Data Engineer is expected to have between 5-7 years of experience as a Data Engineer or similar. Our client has requested that the Data Engineer chosen for this role is fluent in English but fluency in Dutch or French is desirable.",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/data-engineer-at-endeavour-recruitment-solutions-1793395068?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=22&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"anderlecht, brussels region, belgium"
247,247,247,AWS Data Engineer/ Serverless & Data Lakes / Brussels & Antwerp,Jefferson Frank,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,30,"AWS Data Engineer

Serverless & Data Lakes

Antwerp & Brussels



We are looking for pragmatic AWS Serverless Data Engineers to join this team and help in the most high-level serverless data lake implementation on AWS in Belgium. The team is small but extremely powerful, exclusively AWS specialised, and have a grandiose vision for the future. The clients are the ones that are leading in AI transformation, and you will be part of it!

As the company is in a scale-up phase, your actions will definitely make an impact and you can easily become a team / tech lead in the foreseeable future. The ideal candidate is not just technical, but also has adequate soft skills - leadership and communication - as he/she will be the trusted consultant on the clients' site. Besides building data pipelines, and using the latest AWS services, you will have a budget for personal development and certifications of your choice.

The company believes in a healthy work-life balance, therefore you can expect a flexible open-minded environment and work under exceptional leadership.

Skills & Qualifications - Which of the following could you bring?



Contact

Contact me, Pavlos Diamantopoulos, at p.diamantopoulos@jeffersonfrank.com for more information about this position, for a free consultation on your career progression plans and anything related to AWS. Better Call Paul at +3228081878",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/aws-data-engineer-serverless-data-lakes-brussels-antwerp-at-jefferson-frank-1871318686?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=23&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,aws data engineer  serverless & data lakes   brussels & antwerp,"brussels, brussels region, belgium"
248,248,248,BI Developer,StepStone Belgium,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,3,"StepStone is one of the largest job sites in Europe and the secret of this success is mainly due to two factors: quality products and above all, passionate and talented people! As a Data Warehouse Engineer you will join our Tribe and work with one of our scrum teams to help us keep our customers happy, solve the challenges of data warehousing in a rapidly growing platform whilst in an evolving marketplace. For us, teamwork is everything. We listen to each other, we adapt and we value honest feedback to help us keep on improving. Work in a Scrum team of 6 people Deliver a self-service BI model for the wider organisation Build, test, maintain and document ETL processes and data models Visualize business data needs with one of our reporting tools Support decision making in data related topics Support data analyst in capturing data needs from our internal clients You have experience in Data Warehousing, Data Modelling, Database Design, ETL You have knowledge of the AWS suite, such as AW...",Associate,Full-time,Business Development,Sales,https://be.linkedin.com/jobs/view/bi-developer-at-stepstone-belgium-1883053223?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=24&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,bi developer,"brussels, brussels region, belgium"
249,249,249,Big Data (Cloud) Engineer.,Telenet,"Mechelen, Flemish Region, Belgium",Be among the first 25 applicants,30,"Job Description

As a leading telecommunications company with its two feet in the digitization of our society, Telenet is eager to bring aboard (big) data-minded personalities that share our passion for turning tremendous amounts of for our customers and shareholders through . We are looking for a Big Data Engineer to contribute to this process

If this sounds like a nice proposition, here’s what you should have in store for us, and what we will have in store for you…







Start a new adventure in the beating heart of our data driven organization. We keep an eye out for talent, ambition and eagerness to learn. We’ll coach you, train you and make you part of our story. Moreover, we will offer you an attractive wage and benefits package. Come experience it for yourself, our passion is contagious.",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-cloud-engineer-at-telenet-1869865955?refId=1a7b4de1-24a1-411d-b92d-e0c475f7f3c1&position=25&pageNum=9&trk=public_jobs_job-result-card_result-card_full-click,big data (cloud) engineer,"mechelen, flemish region, belgium"
250,250,250,Data Engineer,Not informed.,"Zaventem, Flemish Region, Belgium",Be among the first 25 applicants,2,"Job Description

Job Description

At Levi Strauss & Co, we are revolutionizing the apparel business and redefining the way denim is made.

We are taking one of the world’s most iconic brands into the next century: from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain.

Be a pioneer in the fashion industry by joining our global Data, Analytics & AI “startup with assets,” where you will have the chance to build exciting solutions that will impact our European business and at the same time be part of a bigger, across-continents, data community.

We are looking for aData engineerbased in our European headquarter in Diegem, Belgium.In this role you will build a solid data foundation that powers the entire spectrum from Business Intelligence to Artificial Intelligence. You’ll be critical to helping us in our transition from batch to real-time, one-to-one to many-to-many connections, centrally-managed infrastructure to self-service tools that allow easy experimentation, and from manual to automated processes. You'll report to the European Leadfor Data Analytics & AI.

Youwill work closely with the Data Science and AI team and focus on enablement and acceleration of new and existing workflows. You are someone who will bring thoughtful perspective, empathy, creativity, and a positive attitude to solve problems at scale; andlooking to extend software engineering skills into the field of Machine Learning and Artificial Intelligence.







LOCATIONZaventem, BelgiumFULL TIME/PART TIMEFull time",Entry level,Full-time,Information Technology,Marketing and Advertising,https://be.linkedin.com/jobs/view/data-engineer-at-levi-strauss-company-1834121693?refId=d5b9d8b2-8f21-4bc1-b13c-69f1054e52f0&position=1&pageNum=10&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"zaventem, flemish region, belgium"
251,251,251,AWS Data Engineer/ Serverless & Data Lakes / Brussels & Antwerp,Jefferson Frank,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,30,"AWS Data Engineer

Serverless & Data Lakes

Antwerp & Brussels



We are looking for pragmatic AWS Serverless Data Engineers to join this team and help in the most high-level serverless data lake implementation on AWS in Belgium. The team is small but extremely powerful, exclusively AWS specialised, and have a grandiose vision for the future. The clients are the ones that are leading in AI transformation, and you will be part of it!

As the company is in a scale-up phase, your actions will definitely make an impact and you can easily become a team / tech lead in the foreseeable future. The ideal candidate is not just technical, but also has adequate soft skills - leadership and communication - as he/she will be the trusted consultant on the clients' site. Besides building data pipelines, and using the latest AWS services, you will have a budget for personal development and certifications of your choice.

The company believes in a healthy work-life balance, therefore you can expect a flexible open-minded environment and work under exceptional leadership.

Skills & Qualifications - Which of the following could you bring?



Contact

Contact me, Pavlos Diamantopoulos, at p.diamantopoulos@jeffersonfrank.com for more information about this position, for a free consultation on your career progression plans and anything related to AWS. Better Call Paul at +3228081878",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/aws-data-engineer-serverless-data-lakes-brussels-antwerp-at-jefferson-frank-1865348419?refId=d5b9d8b2-8f21-4bc1-b13c-69f1054e52f0&position=2&pageNum=10&trk=public_jobs_job-result-card_result-card_full-click,aws data engineer  serverless & data lakes   brussels & antwerp,"brussels, brussels region, belgium"
252,252,252,BI Developer,StepStone Belgium,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,3,"StepStone is one of the largest job sites in Europe and the secret of this success is mainly due to two factors: quality products and above all, passionate and talented people! As a Data Warehouse Engineer you will join our Tribe and work with one of our scrum teams to help us keep our customers happy, solve the challenges of data warehousing in a rapidly growing platform whilst in an evolving marketplace. For us, teamwork is everything. We listen to each other, we adapt and we value honest feedback to help us keep on improving. Work in a Scrum team of 6 people Deliver a self-service BI model for the wider organisation Build, test, maintain and document ETL processes and data models Visualize business data needs with one of our reporting tools Support decision making in data related topics Support data analyst in capturing data needs from our internal clients You have experience in Data Warehousing, Data Modelling, Database Design, ETL You have knowledge of the AWS suite, such as AW...",Associate,Full-time,Business Development,Sales,https://be.linkedin.com/jobs/view/bi-developer-at-stepstone-belgium-1884649646?refId=d5b9d8b2-8f21-4bc1-b13c-69f1054e52f0&position=3&pageNum=10&trk=public_jobs_job-result-card_result-card_full-click,bi developer,"brussels, brussels region, belgium"
253,253,253,Big Data Engineer .,Telenet,"Mechelen, Flemish Region, Belgium",Be among the first 25 applicants,8,"Job Description

Big data? Voor jou peanuts! Met je megakennis van Spark, Scala en Kafka Streams zet jij gigantische gegevensstromen om in waarde voor klanten en aandeelhouders. Zo heb jij de touwtjes in handen om bedrijfsbeslissingen te sturen en klantenervaringen te boosten.



As a leading telecommunications company with its two feet in the digitization of our society, Telenet is eager to bring aboard (big) data-minded personalities that share our passion for turning tremendous amounts of data into value for our customers and shareholders through real-time, data&insights-driven product, service and business innovation. We are looking for a Big Data Architect to contribute to this process by shaping big data architecture, data governance, and data-democratisation within Telenet.

If this sounds like a nice proposition, here’s what you should have in store for us, and what we will have in store for you…








In het Information Technology Department omarmen we de nieuw digitale mogelijkheden. Door altijd klaar te staan om in actie te schieten, te durven kiezen voor verandering en toonaangevende innovaties in digital en data technology maken we het verschil. Zo ontwikkelen we hier baanbrekende oplossingen voor interne en externe klanten. De impact van wat we doen, die is enorm.",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/big-data-engineer-at-telenet-1561855850?refId=d5b9d8b2-8f21-4bc1-b13c-69f1054e52f0&position=4&pageNum=10&trk=public_jobs_job-result-card_result-card_full-click,big data engineer ,"mechelen, flemish region, belgium"
254,254,254,Data Scientist,Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,2,"EVERTYS is a young and dynamic consulting firm located in Brussels, Belgium. Our core business is delivering top level advisory services towards the banking, retail, Energy and entertainment industry.

Our activities are mainly focused in different sectors dealing with marketing and communication, digital and operational activities.

We are looking for an enthusiast passionate about Data Management.



Profile

Our offer",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/data-scientist-at-evertys-1854032069?refId=d5b9d8b2-8f21-4bc1-b13c-69f1054e52f0&position=5&pageNum=10&trk=public_jobs_job-result-card_result-card_full-click,data scientist,"brussels, brussels region, belgium"
